initial_test_tool,initial_test_generation_time,project,bug_id,test_id,boosting_time,bug_detection,mode
ES,240,Chart,13,0,60,no,-
ES,240,Chart,13,1,60,no,-
ES,240,Chart,13,2,60,yes,seq-p
ES,240,Chart,13,3,60,yes,seq-p
ES,240,Chart,13,4,60,no,-
ES,240,Chart,14,0,60,yes,both
ES,240,Chart,14,1,60,yes,both
ES,240,Chart,14,2,60,yes,both
ES,240,Chart,14,3,60,yes,both
ES,240,Chart,14,4,60,yes,both
ES,240,Chart,15,0,60,yes,both
ES,240,Chart,15,1,60,yes,both
ES,240,Chart,15,2,60,yes,both
ES,240,Chart,15,3,60,yes,both
ES,240,Chart,15,4,60,yes,both
ES,240,Chart,16,0,60,yes,seq-p
ES,240,Chart,16,1,60,yes,both
ES,240,Chart,16,2,60,yes,both
ES,240,Chart,16,3,60,yes,both
ES,240,Chart,16,4,60,yes,seq-p
ES,240,Chart,17,0,60,no,-
ES,240,Chart,17,1,60,yes,both
ES,240,Chart,17,2,60,yes,both
ES,240,Chart,17,3,60,yes,both
ES,240,Chart,17,4,60,yes,both
ES,240,Chart,18,0,60,yes,both
ES,240,Chart,18,1,60,yes,both
ES,240,Chart,18,2,60,yes,both
ES,240,Chart,18,3,60,yes,both
ES,240,Chart,18,4,60,yes,both
ES,240,Chart,19,0,60,yes,both
ES,240,Chart,19,1,60,yes,both
ES,240,Chart,19,2,60,yes,both
ES,240,Chart,19,3,60,yes,both
ES,240,Chart,19,4,60,yes,both
ES,240,Chart,20,0,60,no,-
ES,240,Chart,20,1,60,no,-
ES,240,Chart,20,2,60,no,-
ES,240,Chart,20,3,60,no,-
ES,240,Chart,20,4,60,no,-
ES,240,Chart,21,0,60,no,-
ES,240,Chart,21,1,60,yes,seq-p
ES,240,Chart,21,2,60,yes,seq-p
ES,240,Chart,21,3,60,yes,seq-p
ES,240,Chart,21,4,60,no,-
ES,240,Chart,22,0,60,yes,both
ES,240,Chart,22,1,60,yes,both
ES,240,Chart,22,2,60,yes,both
ES,240,Chart,22,3,60,yes,both
ES,240,Chart,22,4,60,yes,both
ES,240,Chart,23,0,60,yes,both
ES,240,Chart,23,1,60,yes,both
ES,240,Chart,23,2,60,yes,both
ES,240,Chart,23,3,60,yes,both
ES,240,Chart,23,4,60,yes,both
ES,240,Chart,24,0,60,yes,both
ES,240,Chart,24,1,60,yes,both
ES,240,Chart,24,2,60,yes,seq-p
ES,240,Chart,24,3,60,yes,both
ES,240,Chart,24,4,60,yes,seq-p
ES,240,Chart,25,0,60,no,-
ES,240,Chart,25,1,60,no,-
ES,240,Chart,25,2,60,no,-
ES,240,Chart,25,3,60,no,-
ES,240,Chart,25,4,60,no,-
ES,240,Chart,26,0,60,no,-
ES,240,Chart,26,1,60,no,-
ES,240,Chart,26,2,60,no,-
ES,240,Chart,26,3,60,no,-
ES,240,Chart,26,4,60,no,-
ES,240,Cli,1,0,60,yes,seq-p
ES,240,Cli,1,1,60,yes,seq-p
ES,240,Cli,1,2,60,yes,seq-p
ES,240,Cli,1,3,60,yes,both
ES,240,Cli,1,4,60,yes,seq-p
ES,240,Cli,2,0,60,no,-
ES,240,Cli,2,1,60,no,-
ES,240,Cli,2,2,60,no,-
ES,240,Cli,2,3,60,no,-
ES,240,Cli,2,4,60,no,-
ES,240,Cli,3,0,60,no,-
ES,240,Cli,3,1,60,no,-
ES,240,Cli,3,2,60,no,-
ES,240,Cli,3,3,60,no,-
ES,240,Cli,3,4,60,no,-
ES,240,Cli,4,0,60,no,-
ES,240,Cli,4,1,60,no,-
ES,240,Cli,4,2,60,no,-
ES,240,Cli,4,3,60,no,-
ES,240,Cli,4,4,60,no,-
ES,240,Cli,5,0,60,yes,seq-p
ES,240,Cli,5,1,60,yes,seq-p
ES,240,Cli,5,2,60,yes,seq-p
ES,240,Cli,5,3,60,yes,seq-p
ES,240,Cli,5,4,60,yes,seq-p
ES,240,Cli,7,0,60,no,-
ES,240,Cli,7,1,60,no,-
ES,240,Cli,7,2,60,no,-
ES,240,Cli,7,3,60,no,-
ES,240,Cli,7,4,60,no,-
ES,240,Cli,8,0,60,no,-
ES,240,Cli,8,1,60,no,-
ES,240,Cli,8,2,60,no,-
ES,240,Cli,8,3,60,no,-
ES,240,Cli,8,4,60,no,-
ES,240,Cli,9,0,60,no,-
ES,240,Cli,9,1,60,no,-
ES,240,Cli,9,2,60,no,-
ES,240,Cli,9,3,60,no,-
ES,240,Cli,9,4,60,no,-
ES,240,Cli,10,0,60,no,-
ES,240,Cli,10,1,60,no,-
ES,240,Cli,10,2,60,no,-
ES,240,Cli,10,3,60,no,-
ES,240,Cli,10,4,60,no,-
ES,240,Cli,11,0,60,no,-
ES,240,Cli,11,1,60,no,-
ES,240,Cli,11,2,60,no,-
ES,240,Cli,11,3,60,no,-
ES,240,Cli,11,4,60,no,-
ES,240,Cli,12,0,60,no,-
ES,240,Cli,12,1,60,no,-
ES,240,Cli,12,2,60,no,-
ES,240,Cli,12,3,60,yes,seq-p
ES,240,Cli,12,4,60,no,-
ES,240,Cli,13,0,60,yes,both
ES,240,Cli,13,1,60,yes,both
ES,240,Cli,13,2,60,yes,seq-p
ES,240,Cli,13,3,60,yes,both
ES,240,Cli,13,4,60,yes,both
ES,240,Cli,14,0,60,no,-
ES,240,Cli,14,1,60,yes,seq-p
ES,240,Cli,14,2,60,no,-
ES,240,Cli,14,3,60,no,-
ES,240,Cli,14,4,60,yes,seq-p
ES,240,Cli,15,0,60,no,-
ES,240,Cli,15,1,60,no,-
ES,240,Cli,15,2,60,no,-
ES,240,Cli,15,3,60,no,-
ES,240,Cli,15,4,60,no,-
ES,240,Cli,16,0,60,yes,both
ES,240,Cli,16,1,60,yes,both
ES,240,Cli,16,2,60,no,-
ES,240,Cli,16,3,60,yes,seq-p
ES,240,Cli,16,4,60,yes,both
ES,240,Cli,17,0,60,no,-
ES,240,Cli,17,1,60,no,-
ES,240,Cli,17,2,60,no,-
ES,240,Cli,17,3,60,no,-
ES,240,Cli,17,4,60,no,-
ES,240,Cli,18,0,60,no,-
ES,240,Cli,18,1,60,no,-
ES,240,Cli,18,2,60,no,-
ES,240,Cli,18,3,60,no,-
ES,240,Cli,18,4,60,no,-
ES,240,Cli,19,0,60,no,-
ES,240,Cli,19,1,60,no,-
ES,240,Cli,19,2,60,no,-
ES,240,Cli,19,3,60,no,-
ES,240,Cli,19,4,60,no,-
ES,240,Cli,20,0,60,yes,seq-p
ES,240,Cli,20,1,60,no,-
ES,240,Cli,20,2,60,no,-
ES,240,Cli,20,3,60,yes,seq-p
ES,240,Cli,20,4,60,no,-
ES,240,Cli,21,0,60,no,-
ES,240,Cli,21,1,60,no,-
ES,240,Cli,21,2,60,no,-
ES,240,Cli,21,3,60,no,-
ES,240,Cli,21,4,60,no,-
ES,240,Cli,22,0,60,no,-
ES,240,Cli,22,1,60,yes,seq-p
ES,240,Cli,22,2,60,yes,seq-p
ES,240,Cli,22,3,60,yes,both
ES,240,Cli,22,4,60,yes,seq-p
ES,240,Cli,23,0,60,no,-
ES,240,Cli,23,1,60,no,-
ES,240,Cli,23,2,60,yes,both
ES,240,Cli,23,3,60,yes,seq-p
ES,240,Cli,23,4,60,no,-
ES,240,Cli,24,0,60,yes,seq-p
ES,240,Cli,24,1,60,yes,both
ES,240,Cli,24,2,60,yes,both
ES,240,Cli,24,3,60,yes,both
ES,240,Cli,24,4,60,yes,seq-p
ES,240,Cli,25,0,60,no,-
ES,240,Cli,25,1,60,no,-
ES,240,Cli,25,2,60,no,-
ES,240,Cli,25,3,60,yes,seq-p
ES,240,Cli,25,4,60,no,-
ES,240,Cli,26,0,60,no,-
ES,240,Cli,26,1,60,no,-
ES,240,Cli,26,2,60,no,-
ES,240,Cli,26,3,60,no,-
ES,240,Cli,26,4,60,no,-
ES,240,Cli,27,0,60,yes,seq-p
ES,240,Cli,27,1,60,no,-
ES,240,Cli,27,2,60,yes,seq-p
ES,240,Cli,27,3,60,no,-
ES,240,Cli,27,4,60,yes,seq-c
ES,240,Cli,28,0,60,no,-
ES,240,Cli,28,1,60,no,-
ES,240,Cli,28,2,60,no,-
ES,240,Cli,28,3,60,no,-
ES,240,Cli,28,4,60,no,-
ES,240,Cli,29,0,60,no,-
ES,240,Cli,29,1,60,yes,seq-p
ES,240,Cli,29,2,60,no,-
ES,240,Cli,29,3,60,no,-
ES,240,Cli,29,4,60,no,-
ES,240,Cli,30,0,60,yes,seq-p
ES,240,Cli,30,1,60,yes,seq-p
ES,240,Cli,30,2,60,yes,seq-p
ES,240,Cli,30,3,60,yes,seq-p
ES,240,Cli,30,4,60,yes,both
ES,240,Cli,31,0,60,yes,both
ES,240,Cli,31,1,60,yes,both
ES,240,Cli,31,2,60,yes,both
ES,240,Cli,31,3,60,yes,both
ES,240,Cli,31,4,60,yes,both
ES,240,Cli,32,0,60,yes,seq-p
ES,240,Cli,32,1,60,yes,both
ES,240,Cli,32,2,60,yes,seq-p
ES,240,Cli,32,3,60,yes,seq-p
ES,240,Cli,32,4,60,yes,seq-p
ES,240,Cli,33,0,60,no,-
ES,240,Cli,33,1,60,no,-
ES,240,Cli,33,2,60,no,-
ES,240,Cli,33,3,60,no,-
ES,240,Cli,33,4,60,no,-
ES,240,Cli,34,0,60,no,-
ES,240,Cli,34,1,60,no,-
ES,240,Cli,34,2,60,no,-
ES,240,Cli,34,3,60,no,-
ES,240,Cli,34,4,60,no,-
ES,240,Cli,35,0,60,no,-
ES,240,Cli,35,1,60,no,-
ES,240,Cli,35,2,60,no,-
ES,240,Cli,35,3,60,no,-
ES,240,Cli,35,4,60,no,-
ES,240,Cli,36,0,60,no,-
ES,240,Cli,36,1,60,no,-
ES,240,Cli,36,2,60,no,-
ES,240,Cli,36,3,60,no,-
ES,240,Cli,36,4,60,no,-
ES,240,Cli,37,0,60,yes,seq-p
ES,240,Cli,37,1,60,no,-
ES,240,Cli,37,2,60,no,-
ES,240,Cli,37,3,60,no,-
ES,240,Cli,37,4,60,no,-
ES,240,Cli,38,0,60,no,-
ES,240,Cli,38,1,60,no,-
ES,240,Cli,38,2,60,no,-
ES,240,Cli,38,3,60,no,-
ES,240,Cli,38,4,60,no,-
ES,240,Cli,39,0,60,yes,both
ES,240,Cli,39,1,60,yes,both
ES,240,Cli,39,2,60,yes,both
ES,240,Cli,39,3,60,yes,both
ES,240,Cli,39,4,60,yes,both
ES,240,Cli,40,0,60,yes,both
ES,240,Cli,40,1,60,yes,both
ES,240,Cli,40,2,60,yes,both
ES,240,Cli,40,3,60,yes,both
ES,240,Cli,40,4,60,yes,both
ES,240,Closure,1,0,60,no,-
ES,240,Closure,1,1,60,no,-
ES,240,Closure,1,2,60,no,-
ES,240,Closure,1,3,60,no,-
ES,240,Closure,1,4,60,no,-
ES,240,Closure,2,0,60,no,-
ES,240,Closure,2,1,60,no,-
ES,240,Closure,2,2,60,no,-
ES,240,Closure,2,3,60,no,-
ES,240,Closure,2,4,60,no,-
ES,240,Closure,3,0,60,no,-
ES,240,Closure,3,1,60,no,-
ES,240,Closure,3,2,60,no,-
ES,240,Closure,3,3,60,no,-
ES,240,Closure,3,4,60,no,-
ES,240,Closure,4,0,60,no,-
ES,240,Closure,4,1,60,no,-
ES,240,Closure,4,2,60,no,-
ES,240,Closure,4,3,60,no,-
ES,240,Closure,4,4,60,no,-
ES,240,Closure,5,0,60,no,-
ES,240,Closure,5,1,60,no,-
ES,240,Closure,5,2,60,no,-
ES,240,Closure,5,3,60,no,-
ES,240,Closure,5,4,60,no,-
ES,240,Closure,6,0,60,no,-
ES,240,Closure,6,1,60,no,-
ES,240,Closure,6,2,60,no,-
ES,240,Closure,6,3,60,no,-
ES,240,Closure,6,4,60,yes,both
ES,240,Closure,7,0,60,no,-
ES,240,Closure,7,1,60,no,-
ES,240,Closure,7,2,60,no,-
ES,240,Closure,7,3,60,yes,seq-c
ES,240,Closure,7,4,60,yes,seq-p
ES,240,Closure,8,0,60,no,-
ES,240,Closure,8,1,60,no,-
ES,240,Closure,8,2,60,no,-
ES,240,Closure,8,3,60,no,-
ES,240,Closure,8,4,60,no,-
ES,240,Closure,9,0,60,no,-
ES,240,Closure,9,1,60,no,-
ES,240,Closure,9,2,60,no,-
ES,240,Closure,9,3,60,no,-
ES,240,Closure,9,4,60,no,-
ES,240,Closure,10,0,60,no,-
ES,240,Closure,10,1,60,no,-
ES,240,Closure,10,2,60,no,-
ES,240,Closure,10,3,60,no,-
ES,240,Closure,10,4,60,no,-
ES,240,Closure,11,0,60,no,-
ES,240,Closure,11,1,60,no,-
ES,240,Closure,11,2,60,no,-
ES,240,Closure,11,3,60,no,-
ES,240,Closure,11,4,60,no,-
ES,240,Closure,12,0,60,yes,seq-c
ES,240,Closure,12,1,60,no,-
ES,240,Closure,12,2,60,yes,seq-c
ES,240,Closure,12,3,60,no,-
ES,240,Closure,12,4,60,yes,seq-c
ES,240,Closure,13,0,60,no,-
ES,240,Closure,13,1,60,no,-
ES,240,Closure,13,2,60,no,-
ES,240,Closure,13,3,60,no,-
ES,240,Closure,13,4,60,no,-
ES,240,Closure,14,0,60,no,-
ES,240,Closure,14,1,60,no,-
ES,240,Closure,14,2,60,no,-
ES,240,Closure,14,3,60,no,-
ES,240,Closure,14,4,60,no,-
ES,240,Closure,15,0,60,no,-
ES,240,Closure,15,1,60,no,-
ES,240,Closure,15,2,60,no,-
ES,240,Closure,15,3,60,no,-
ES,240,Closure,15,4,60,no,-
ES,240,Closure,16,0,60,no,-
ES,240,Closure,16,1,60,no,-
ES,240,Closure,16,2,60,no,-
ES,240,Closure,16,3,60,no,-
ES,240,Closure,16,4,60,no,-
ES,240,Closure,17,0,60,no,-
ES,240,Closure,17,1,60,no,-
ES,240,Closure,17,2,60,no,-
ES,240,Closure,17,3,60,no,-
ES,240,Closure,17,4,60,no,-
ES,240,Closure,18,0,60,no,-
ES,240,Closure,18,1,60,no,-
ES,240,Closure,18,2,60,no,-
ES,240,Closure,18,3,60,no,-
ES,240,Closure,18,4,60,no,-
ES,240,Closure,19,0,60,yes,seq-p
ES,240,Closure,19,1,60,yes,seq-p
ES,240,Closure,19,2,60,yes,both
ES,240,Closure,19,3,60,yes,seq-p
ES,240,Closure,19,4,60,yes,both
ES,240,Closure,20,0,60,no,-
ES,240,Closure,20,1,60,no,-
ES,240,Closure,20,2,60,no,-
ES,240,Closure,20,3,60,no,-
ES,240,Closure,20,4,60,no,-
ES,240,Closure,21,0,60,no,-
ES,240,Closure,21,1,60,no,-
ES,240,Closure,21,2,60,no,-
ES,240,Closure,21,3,60,no,-
ES,240,Closure,21,4,60,no,-
ES,240,Closure,22,0,60,no,-
ES,240,Closure,22,1,60,no,-
ES,240,Closure,22,2,60,no,-
ES,240,Closure,22,3,60,no,-
ES,240,Closure,22,4,60,no,-
ES,240,Closure,23,0,60,no,-
ES,240,Closure,23,1,60,no,-
ES,240,Closure,23,2,60,no,-
ES,240,Closure,23,3,60,no,-
ES,240,Closure,23,4,60,no,-
ES,240,Closure,24,0,60,no,-
ES,240,Closure,24,1,60,no,-
ES,240,Closure,24,2,60,no,-
ES,240,Closure,24,3,60,no,-
ES,240,Closure,24,4,60,no,-
ES,240,Closure,25,0,60,no,-
ES,240,Closure,25,1,60,no,-
ES,240,Closure,25,2,60,no,-
ES,240,Closure,25,3,60,no,-
ES,240,Closure,25,4,60,no,-
ES,240,Closure,26,0,60,no,-
ES,240,Closure,26,1,60,no,-
ES,240,Closure,26,2,60,no,-
ES,240,Closure,26,3,60,no,-
ES,240,Closure,26,4,60,no,-
ES,240,Closure,27,0,60,no,-
ES,240,Closure,27,1,60,no,-
ES,240,Closure,27,2,60,no,-
ES,240,Closure,27,3,60,no,-
ES,240,Closure,27,4,60,no,-
ES,240,Closure,28,0,60,no,-
ES,240,Closure,28,1,60,no,-
ES,240,Closure,28,2,60,yes,both
ES,240,Closure,28,3,60,no,-
ES,240,Closure,28,4,60,yes,both
ES,240,Closure,29,0,60,no,-
ES,240,Closure,29,1,60,no,-
ES,240,Closure,29,2,60,no,-
ES,240,Closure,29,3,60,no,-
ES,240,Closure,29,4,60,no,-
ES,240,Closure,30,0,60,yes,seq-p
ES,240,Closure,30,1,60,yes,seq-p
ES,240,Closure,30,2,60,yes,both
ES,240,Closure,30,3,60,yes,seq-p
ES,240,Closure,30,4,60,yes,both
ES,240,Closure,31,0,60,no,-
ES,240,Closure,31,1,60,no,-
ES,240,Closure,31,2,60,no,-
ES,240,Closure,31,3,60,no,-
ES,240,Closure,31,4,60,no,-
ES,240,Closure,32,0,60,no,-
ES,240,Closure,32,1,60,no,-
ES,240,Closure,32,2,60,no,-
ES,240,Closure,32,3,60,no,-
ES,240,Closure,32,4,60,no,-
ES,240,Closure,33,0,60,no,-
ES,240,Closure,33,1,60,no,-
ES,240,Closure,33,2,60,no,-
ES,240,Closure,33,3,60,no,-
ES,240,Closure,33,4,60,no,-
ES,240,Closure,34,0,60,no,-
ES,240,Closure,34,1,60,no,-
ES,240,Closure,34,2,60,no,-
ES,240,Closure,34,3,60,no,-
ES,240,Closure,34,4,60,no,-
ES,240,Closure,35,0,60,no,-
ES,240,Closure,35,1,60,no,-
ES,240,Closure,35,2,60,no,-
ES,240,Closure,35,3,60,no,-
ES,240,Closure,35,4,60,no,-
ES,240,Closure,36,0,60,no,-
ES,240,Closure,36,1,60,no,-
ES,240,Closure,36,2,60,no,-
ES,240,Closure,36,3,60,no,-
ES,240,Closure,36,4,60,no,-
ES,240,Closure,37,0,60,no,-
ES,240,Closure,37,1,60,no,-
ES,240,Closure,37,2,60,no,-
ES,240,Closure,37,3,60,no,-
ES,240,Closure,37,4,60,no,-
ES,240,Closure,38,0,60,no,-
ES,240,Closure,38,1,60,no,-
ES,240,Closure,38,2,60,no,-
ES,240,Closure,38,3,60,no,-
ES,240,Closure,38,4,60,no,-
ES,240,Closure,39,0,60,no,-
ES,240,Closure,39,1,60,no,-
ES,240,Closure,39,2,60,no,-
ES,240,Closure,39,3,60,no,-
ES,240,Closure,39,4,60,no,-
ES,240,Closure,40,0,60,no,-
ES,240,Closure,40,1,60,no,-
ES,240,Closure,40,2,60,no,-
ES,240,Closure,40,3,60,no,-
ES,240,Closure,40,4,60,no,-
ES,240,Closure,41,0,60,no,-
ES,240,Closure,41,1,60,no,-
ES,240,Closure,41,2,60,no,-
ES,240,Closure,41,3,60,no,-
ES,240,Closure,41,4,60,no,-
ES,240,Closure,42,0,60,yes,seq-p
ES,240,Closure,42,1,60,no,-
ES,240,Closure,42,2,60,no,-
ES,240,Closure,42,3,60,yes,seq-p
ES,240,Closure,42,4,60,no,-
ES,240,Closure,43,0,60,no,-
ES,240,Closure,43,1,60,no,-
ES,240,Closure,43,2,60,no,-
ES,240,Closure,43,3,60,no,-
ES,240,Closure,43,4,60,no,-
ES,240,Closure,44,0,60,no,-
ES,240,Closure,44,1,60,no,-
ES,240,Closure,44,2,60,no,-
ES,240,Closure,44,3,60,no,-
ES,240,Closure,44,4,60,no,-
ES,240,Closure,45,0,60,no,-
ES,240,Closure,45,1,60,no,-
ES,240,Closure,45,2,60,no,-
ES,240,Closure,45,3,60,no,-
ES,240,Closure,45,4,60,no,-
ES,240,Closure,46,0,60,no,-
ES,240,Closure,46,1,60,no,-
ES,240,Closure,46,2,60,no,-
ES,240,Closure,46,3,60,no,-
ES,240,Closure,46,4,60,no,-
ES,240,Closure,47,0,60,no,-
ES,240,Closure,47,1,60,no,-
ES,240,Closure,47,2,60,no,-
ES,240,Closure,47,3,60,no,-
ES,240,Closure,47,4,60,no,-
ES,240,Closure,48,0,60,no,-
ES,240,Closure,48,1,60,no,-
ES,240,Closure,48,2,60,no,-
ES,240,Closure,48,3,60,no,-
ES,240,Closure,48,4,60,no,-
ES,240,Closure,49,0,60,yes,seq-p
ES,240,Closure,49,1,60,yes,seq-p
ES,240,Closure,49,2,60,yes,seq-p
ES,240,Closure,49,3,60,yes,seq-p
ES,240,Closure,49,4,60,yes,seq-p
ES,240,Closure,50,0,60,no,-
ES,240,Closure,50,1,60,no,-
ES,240,Closure,50,2,60,no,-
ES,240,Closure,50,3,60,no,-
ES,240,Closure,50,4,60,no,-
ES,240,Closure,51,0,60,yes,both
ES,240,Closure,51,1,60,yes,both
ES,240,Closure,51,2,60,yes,both
ES,240,Closure,51,3,60,yes,both
ES,240,Closure,51,4,60,yes,both
ES,240,Closure,52,0,60,no,-
ES,240,Closure,52,1,60,yes,seq-p
ES,240,Closure,52,2,60,yes,seq-p
ES,240,Closure,52,3,60,yes,seq-p
ES,240,Closure,52,4,60,yes,both
ES,240,Closure,53,0,60,no,-
ES,240,Closure,53,1,60,no,-
ES,240,Closure,53,2,60,no,-
ES,240,Closure,53,3,60,no,-
ES,240,Closure,53,4,60,no,-
ES,240,Closure,54,0,60,no,-
ES,240,Closure,54,1,60,no,-
ES,240,Closure,54,2,60,no,-
ES,240,Closure,54,3,60,no,-
ES,240,Closure,54,4,60,no,-
ES,240,Closure,55,0,60,no,-
ES,240,Closure,55,1,60,no,-
ES,240,Closure,55,2,60,no,-
ES,240,Closure,55,3,60,no,-
ES,240,Closure,55,4,60,no,-
ES,240,Closure,56,0,60,yes,both
ES,240,Closure,56,1,60,yes,seq-p
ES,240,Closure,56,2,60,yes,seq-p
ES,240,Closure,56,3,60,yes,both
ES,240,Closure,56,4,60,yes,seq-p
ES,240,Closure,57,0,60,no,-
ES,240,Closure,57,1,60,no,-
ES,240,Closure,57,2,60,no,-
ES,240,Closure,57,3,60,no,-
ES,240,Closure,57,4,60,no,-
ES,240,Closure,58,0,60,no,-
ES,240,Closure,58,1,60,no,-
ES,240,Closure,58,2,60,no,-
ES,240,Closure,58,3,60,no,-
ES,240,Closure,58,4,60,no,-
ES,240,Closure,59,0,60,no,-
ES,240,Closure,59,1,60,no,-
ES,240,Closure,59,2,60,no,-
ES,240,Closure,59,3,60,no,-
ES,240,Closure,59,4,60,no,-
ES,240,Closure,60,0,60,no,-
ES,240,Closure,60,1,60,yes,seq-c
ES,240,Closure,60,2,60,no,-
ES,240,Closure,60,3,60,no,-
ES,240,Closure,60,4,60,no,-
ES,240,Closure,61,0,60,no,-
ES,240,Closure,61,1,60,no,-
ES,240,Closure,61,2,60,no,-
ES,240,Closure,61,3,60,no,-
ES,240,Closure,61,4,60,no,-
ES,240,Closure,62,0,60,no,-
ES,240,Closure,62,1,60,no,-
ES,240,Closure,62,2,60,no,-
ES,240,Closure,62,3,60,no,-
ES,240,Closure,62,4,60,no,-
ES,240,Closure,64,0,60,no,-
ES,240,Closure,64,1,60,no,-
ES,240,Closure,64,2,60,no,-
ES,240,Closure,64,3,60,no,-
ES,240,Closure,64,4,60,no,-
ES,240,Closure,65,0,60,no,-
ES,240,Closure,65,1,60,no,-
ES,240,Closure,65,2,60,no,-
ES,240,Closure,65,3,60,no,-
ES,240,Closure,65,4,60,no,-
ES,240,Closure,66,0,60,no,-
ES,240,Closure,66,1,60,no,-
ES,240,Closure,66,2,60,no,-
ES,240,Closure,66,3,60,no,-
ES,240,Closure,66,4,60,no,-
ES,240,Closure,67,0,60,no,-
ES,240,Closure,67,1,60,no,-
ES,240,Closure,67,2,60,no,-
ES,240,Closure,67,3,60,no,-
ES,240,Closure,67,4,60,no,-
ES,240,Closure,68,0,60,no,-
ES,240,Closure,68,1,60,no,-
ES,240,Closure,68,2,60,no,-
ES,240,Closure,68,3,60,no,-
ES,240,Closure,68,4,60,no,-
ES,240,Closure,69,0,60,no,-
ES,240,Closure,69,1,60,no,-
ES,240,Closure,69,2,60,no,-
ES,240,Closure,69,3,60,no,-
ES,240,Closure,69,4,60,no,-
ES,240,Closure,70,0,60,no,-
ES,240,Closure,70,1,60,no,-
ES,240,Closure,70,2,60,no,-
ES,240,Closure,70,3,60,no,-
ES,240,Closure,70,4,60,no,-
ES,240,Closure,71,0,60,no,-
ES,240,Closure,71,1,60,no,-
ES,240,Closure,71,2,60,no,-
ES,240,Closure,71,3,60,no,-
ES,240,Closure,71,4,60,no,-
ES,240,Closure,72,0,60,yes,seq-p
ES,240,Closure,72,1,60,no,-
ES,240,Closure,72,2,60,no,-
ES,240,Closure,72,3,60,no,-
ES,240,Closure,72,4,60,no,-
ES,240,Closure,73,0,60,no,-
ES,240,Closure,73,1,60,no,-
ES,240,Closure,73,2,60,no,-
ES,240,Closure,73,3,60,no,-
ES,240,Closure,73,4,60,no,-
ES,240,Closure,74,0,60,no,-
ES,240,Closure,74,1,60,no,-
ES,240,Closure,74,2,60,no,-
ES,240,Closure,74,3,60,no,-
ES,240,Closure,74,4,60,no,-
ES,240,Closure,75,0,60,no,-
ES,240,Closure,75,1,60,no,-
ES,240,Closure,75,2,60,no,-
ES,240,Closure,75,3,60,no,-
ES,240,Closure,75,4,60,no,-
ES,240,Closure,76,0,60,no,-
ES,240,Closure,76,1,60,no,-
ES,240,Closure,76,2,60,no,-
ES,240,Closure,76,3,60,no,-
ES,240,Closure,76,4,60,no,-
ES,240,Closure,77,0,60,no,-
ES,240,Closure,77,1,60,no,-
ES,240,Closure,77,2,60,no,-
ES,240,Closure,77,3,60,no,-
ES,240,Closure,77,4,60,no,-
ES,240,Closure,78,0,60,no,-
ES,240,Closure,78,1,60,no,-
ES,240,Closure,78,2,60,no,-
ES,240,Closure,78,3,60,no,-
ES,240,Closure,78,4,60,no,-
ES,240,Closure,79,0,60,no,-
ES,240,Closure,79,1,60,yes,seq-p
ES,240,Closure,79,2,60,no,-
ES,240,Closure,79,3,60,no,-
ES,240,Closure,79,4,60,no,-
ES,240,Closure,80,0,60,no,-
ES,240,Closure,80,1,60,no,-
ES,240,Closure,80,2,60,no,-
ES,240,Closure,80,3,60,no,-
ES,240,Closure,80,4,60,no,-
ES,240,Closure,81,0,60,no,-
ES,240,Closure,81,1,60,no,-
ES,240,Closure,81,2,60,no,-
ES,240,Closure,81,3,60,no,-
ES,240,Closure,81,4,60,yes,seq-p
ES,240,Closure,82,0,60,yes,both
ES,240,Closure,82,1,60,yes,seq-p
ES,240,Closure,82,2,60,no,-
ES,240,Closure,82,3,60,yes,seq-p
ES,240,Closure,82,4,60,yes,seq-p
ES,240,Closure,83,0,60,no,-
ES,240,Closure,83,1,60,no,-
ES,240,Closure,83,2,60,no,-
ES,240,Closure,83,3,60,no,-
ES,240,Closure,83,4,60,no,-
ES,240,Closure,84,0,60,no,-
ES,240,Closure,84,1,60,no,-
ES,240,Closure,84,2,60,no,-
ES,240,Closure,84,3,60,no,-
ES,240,Closure,84,4,60,no,-
ES,240,Closure,85,0,60,no,-
ES,240,Closure,85,1,60,no,-
ES,240,Closure,85,2,60,no,-
ES,240,Closure,85,3,60,no,-
ES,240,Closure,85,4,60,yes,seq-p
ES,240,Closure,86,0,60,no,-
ES,240,Closure,86,1,60,no,-
ES,240,Closure,86,2,60,no,-
ES,240,Closure,86,3,60,no,-
ES,240,Closure,86,4,60,no,-
ES,240,Closure,87,0,60,no,-
ES,240,Closure,87,1,60,no,-
ES,240,Closure,87,2,60,no,-
ES,240,Closure,87,3,60,no,-
ES,240,Closure,87,4,60,no,-
ES,240,Closure,88,0,60,no,-
ES,240,Closure,88,1,60,no,-
ES,240,Closure,88,2,60,no,-
ES,240,Closure,88,3,60,no,-
ES,240,Closure,88,4,60,no,-
ES,240,Closure,89,0,60,no,-
ES,240,Closure,89,1,60,no,-
ES,240,Closure,89,2,60,no,-
ES,240,Closure,89,3,60,no,-
ES,240,Closure,89,4,60,no,-
ES,240,Closure,90,0,60,no,-
ES,240,Closure,90,1,60,no,-
ES,240,Closure,90,2,60,no,-
ES,240,Closure,90,3,60,no,-
ES,240,Closure,90,4,60,no,-
ES,240,Closure,91,0,60,no,-
ES,240,Closure,91,1,60,no,-
ES,240,Closure,91,2,60,no,-
